note (there was some time gap)
737 729 09:41:47.676995 track 415 233
738 730 09:41:47.817021 track 403 231
739 731 09:41:47.956804 track 382 226
740 732 09:41:48.119480 track 364 223
741 733 09:41:48.260001 track 348 221
742 734 09:41:48.399570 track 332 220
743 735 09:41:48.539781 track 312 220
744 736 09:41:48.679913 track 296 222
745 737 09:41:48.819599 track 277 224
746 738 09:41:48.959843 track 263 225
747 739 09:41:49.099913 track 250 227
748 740 09:41:49.239920 track 236 229
749 741 09:41:49.403096 track 225 231
750 742 09:41:49.566272 track 208 231
751 743 09:41:49.706527 track 194 231
752 4 09:41:50.266129 feed left
753 744 09:41:50.391517 track 181 232
754 745 09:41:50.593101 track 169 232
755 746 09:41:50.756180 track 155 232
756 747 09:41:50.896409 track 140 232
757 748 09:41:51.058937 track 94 226
758 749 09:41:51.199425 track 83 225
759 750 09:41:51.339274 track 74 225
760 751 09:41:51.502609 track 65 225
761 752 09:41:51.642613 track 59 226
762 753 09:41:51.805359 track 51 227
763 754 09:41:51.968398 track 44 228
764 755 09:41:52.108861 track 38 228
765 756 09:41:52.248763 track 38 228
766 757 09:41:52.412086 track 37 229
767 758 09:41:52.575016 track 36 229
768 759 09:41:52.761344 track 36 229
769 760 09:41:52.924134 track 37 229
770 761 09:41:53.064709 track 41 229
771 762 09:41:53.227448 track 40 229
772 763 09:41:53.368211 track 41 230
773 764 09:41:53.530896 track 34 234
774 765 09:41:53.693980 track 31 237
775 766 09:41:53.856658 track 30 239
776 767 09:41:54.042860 track 31 241
777 768 09:41:54.183324 track 32 241
778 769 09:41:54.346184 track 32 242
779 770 09:41:54.509461 track 32 245
780 771 09:41:54.649839 track 32 247
781 772 09:41:54.790164 track 32 251
782 773 09:41:54.952707 track 33 252
783 774 09:41:55.093561 track 34 251
784 775 09:41:55.233791 track 36 246
785 776 09:41:55.374403 track 36 250
786 777 09:41:55.514636 track 37 252
787 778 09:41:55.654776 track 37 247
788 779 09:41:55.794829 track 39 248
789 780 09:41:55.935109 track 40 249
790 781 09:41:56.074839 track 48 257
791 782 09:41:56.215002 track 49 256
792 783 09:41:56.377913 track 59 257
793 784 09:41:56.541397 track 67 255
794 785 09:41:56.681252 track 76 254
795 786 09:41:56.821066 track 85 252
796 787 09:41:56.960936 track 94 249
797 788 09:41:57.100404 track 108 247
798 789 09:41:57.240326 track 120 246
799 790 09:41:57.380564 track 129 246
800 791 09:41:57.543618 track 138 246
801 792 09:41:57.684019 track 149 249
802 793 09:41:57.823658 track 161 252
803 794 09:41:57.963688 track 173 254
804 795 09:41:58.103675 track 188 257
805 796 09:41:58.243795 track 207 255
806 797 09:41:58.383934 track 223 254
807 798 09:41:58.524364 track 235 254
808 799 09:41:58.664014 track 251 252
809 800 09:41:58.804162 track 263 253
810 801 09:41:58.944368 track 278 252
811 802 09:41:59.084121 track 293 251
812 803 09:41:59.224234 track 314 249
813 804 09:41:59.364412 track 328 248
814 805 09:41:59.527186 track 343 247
815 806 09:41:59.667836 track 355 245
816 807 09:41:59.807579 track 371 245
817 808 09:41:59.947511 track 390 245
818 809 09:42:00.087633 track 404 246
819 4 09:42:00.647401 feed right
820 810 09:42:00.765457 track 422 245
821 811 09:42:00.905624 track 434 244
822 812 09:42:01.046373 track 445 244
823 813 09:42:01.186499 track 457 244
824 814 09:42:01.326727 track 506 244
825 815 09:42:01.489371 track 514 243
826 816 09:42:01.652987 track 525 242
827 817 09:42:01.815793 track 531 241
828 818 09:42:02.001833 track 537 240
829 819 09:42:02.164960 track 542 239
830 820 09:42:02.328643 track 549 238
831 821 09:42:02.469176 track 555 237
832 822 09:42:02.655258 track 559 236
833 823 09:42:02.818470 track 561 235
834 824 09:42:02.981385 track 560 235
835 825 09:42:03.121992 track 561 235
836 826 09:42:03.261992 track 554 237
837 827 09:42:03.402025 track 555 236
838 828 09:42:03.542073 track 553 237
839 829 09:42:03.704456 track 557 236
840 830 09:42:03.867516 track 556 235
841 831 09:42:04.008148 track 558 237
842 832 09:42:04.193912 track 558 238
843 833 09:42:04.357178 track 559 241
844 834 09:42:04.497985 track 558 249
845 835 09:42:04.660570 track 556 252
846 836 09:42:04.823527 track 552 256
847 837 09:42:04.961032 track 546 256
848 838 09:42:05.098621 track 537 257
849 839 09:42:05.236087 track 528 258
850 840 09:42:05.441829 track 517 258
851 841 09:42:05.602700 track 508 255
852 842 09:42:05.763792 track 500 254
853 843 09:42:05.924009 track 490 253
854 844 09:42:06.062024 track 480 251
855 845 09:42:06.221960 track 465 248
856 846 09:42:06.360073 track 456 246
857 847 09:42:06.497544 track 448 243
858 848 09:42:06.657216 track 432 238
859 849 09:42:06.795286 track 422 234
860 850 09:42:06.932810 track 402 228
861 851 09:42:07.070203 track 388 225
862 852 09:42:07.207753 track 373 222
863 853 09:42:07.344903 track 355 220
864 854 09:42:07.505219 track 339 218
865 855 09:42:07.642673 track 324 218
866 856 09:42:07.780207 track 309 218
867 857 09:42:07.918025 track 292 218
868 858 09:42:08.055559 track 278 220
869 859 09:42:08.193117 track 262 222
870 860 09:42:08.353321 track 250 223
871 861 09:42:08.514078 track 237 225
872 862 09:42:08.674318 track 224 226
873 863 09:42:08.834449 track 212 225
874 864 09:42:08.972649 track 197 225
875 5 09:42:09.542721 feed left
876 865 09:42:09.689290 track 186 225
877 866 09:42:09.864653 track 171 224
878 867 09:42:10.002517 track 156 225
879 868 09:42:10.139823 track 142 226
880 869 09:42:10.277223 track 94 222
881 870 09:42:10.437406 track 83 220
882 871 09:42:10.575171 track 73 220
883 872 09:42:10.712951 track 65 221
884 873 09:42:10.872736 track 59 222
885 874 09:42:11.011196 track 52 223
886 875 09:42:11.148595 track 46 225
887 876 09:42:11.309025 track 43 225
888 877 09:42:11.469345 track 42 226
889 878 09:42:11.630449 track 40 227
890 879 09:42:11.768384 track 38 228
891 880 09:42:11.928535 track 38 228
892 881 09:42:12.066661 track 35 229
893 882 09:42:12.226568 track 36 230
894 883 09:42:12.308857 track 39 230
895 884 09:42:12.447602 track 41 234
896 885 09:42:12.585626 track 43 242
897 886 09:42:12.745789 track 46 247
898 887 09:42:12.906772 track 53 254
899 888 09:42:13.090636 track 61 259
900 889 09:42:13.228842 track 69 262
901 890 09:42:13.366510 track 80 264
902 891 09:42:13.549767 track 95 263
903 892 09:42:13.710206 track 105 263
904 893 09:42:13.848630 track 123 259
905 894 09:42:14.008917 track 139 255
906 895 09:42:14.169809 track 151 251
907 896 09:42:14.330532 track 171 246
908 897 09:42:14.468534 track 183 243
909 898 09:42:14.605935 track 198 238
910 899 09:42:14.743404 track 210 235
911 900 09:42:14.881487 track 224 232
912 901 09:42:15.018790 track 238 227
913 902 09:42:15.156671 track 251 223
914 903 09:42:15.317021 track 263 222
915 904 09:42:15.455099 track 275 220
916 905 09:42:15.592891 track 286 220
917 906 09:42:15.752822 track 297 220
918 907 09:42:15.890746 track 313 219
919 908 09:42:16.050733 track 326 220
920 909 09:42:16.188930 track 340 219
921 910 09:42:16.326577 track 356 218
922 911 09:42:16.464318 track 370 219
923 912 09:42:16.602156 track 384 220
924 913 09:42:16.762099 track 401 222
925 5 09:42:17.332547 feed right
926 914 09:42:17.459752 track 413 224
927 915 09:42:17.639071 track 424 224
928 916 09:42:17.778880 track 436 226
929 917 09:42:17.919391 track 449 227
930 918 09:42:18.059471 track 498 231
931 919 09:42:18.199595 track 508 231
932 920 09:42:18.340166 track 515 232
933 921 09:42:18.502626 track 525 232
934 922 09:42:18.643528 track 532 231
935 923 09:42:18.806124 track 539 231
936 924 09:42:18.969851 track 542 230
937 925 09:42:19.133758 track 549 229
938 926 09:42:19.297081 track 554 229
939 927 09:42:19.460652 track 551 229
940 928 09:42:19.601291 track 550 229
941 929 09:42:19.741325 track 551 229
942 930 09:42:19.881150 track 547 229
943 931 09:42:20.044187 track 548 229
944 932 09:42:20.184950 track 552 230
945 933 09:42:20.324837 track 552 231
946 934 09:42:20.465075 track 553 232
947 935 09:42:20.604614 track 553 233
948 936 09:42:20.744513 track 554 242
949 937 09:42:20.906980 track 553 245
950 938 09:42:21.093319 track 550 250
951 939 09:42:21.257040 track 548 254
952 940 09:42:21.397268 track 543 255
953 941 09:42:21.537119 track 538 256
954 942 09:42:21.676971 track 530 257
955 943 09:42:21.839459 track 523 257
956 944 09:42:21.979752 track 518 258
957 945 09:42:22.142314 track 513 257
958 946 09:42:22.283096 track 506 256
959 947 09:42:22.445619 track 497 256
960 948 09:42:22.608581 track 489 256
961 949 09:42:22.749077 track 483 256
962 950 09:42:22.911559 track 475 255
963 951 09:42:23.075256 track 468 254
964 952 09:42:23.215510 track 459 252
965 953 09:42:23.355580 track 451 249
966 954 09:42:23.518274 track 436 240
967 955 09:42:23.658611 track 428 236
968 956 09:42:23.798854 track 414 229
969 957 09:42:23.938550 track 399 225
970 958 09:42:24.078623 track 387 221
971 959 09:42:24.218659 track 371 217
972 960 09:42:24.358487 track 360 215
973 961 09:42:24.498436 track 349 213
974 962 09:42:24.638283 track 337 211
975 963 09:42:24.777545 track 324 210
976 964 09:42:24.917806 track 311 209
977 965 09:42:25.057759 track 295 209
978 966 09:42:25.197718 track 283 209
979 967 09:42:25.337563 track 270 210
980 968 09:42:25.477888 track 258 212
981 969 09:42:25.617425 track 246 214
982 970 09:42:25.757414 track 237 215
983 971 09:42:25.897508 track 223 217
984 972 09:42:26.060266 track 212 218
985 973 09:42:26.223062 track 200 218
986 974 09:42:26.363556 track 189 220
987 6 09:42:26.924358 feed left
988 975 09:42:27.112900 track 179 221
989 976 09:42:27.252733 track 169 221
990 977 09:42:27.392778 track 155 222
991 978 09:42:27.532918 track 141 224
992 979 09:42:27.672793 track 93 224
993 980 09:42:27.812738 track 80 225
994 981 09:42:27.953021 track 72 225
995 982 09:42:28.092530 track 66 225
996 983 09:42:28.255463 track 59 225
997 984 09:42:28.418584 track 53 225
998 985 09:42:28.581623 track 46 226
999 986 09:42:28.722263 track 41 227
1000 987 09:42:28.884829 track 38 228
1001 988 09:42:29.048325 track 38 227
1002 989 09:42:29.211652 track 35 228
1003 990 09:42:29.375084 track 35 228
1004 991 09:42:29.538673 track 32 230
1005 992 09:42:29.679032 track 38 229
1006 993 09:42:29.841817 track 32 233
1007 994 09:42:30.004851 track 33 232
1008 995 09:42:30.145433 track 35 236
1009 996 09:42:30.283679 track 37 241
1010 997 09:42:30.467652 track 40 248
1011 998 09:42:30.606184 track 44 252
1012 999 09:42:30.766817 track 55 258
1013 1000 09:42:30.905420 track 64 260
1014 1001 09:42:31.043296 track 73 263
1015 1002 09:42:31.204497 track 90 264
1016 1003 09:42:31.342954 track 103 263
1017 1004 09:42:31.480672 track 117 263
1018 1005 09:42:31.641601 track 126 262
1019 1006 09:42:31.802928 track 140 259
1020 1007 09:42:31.941379 track 155 256
1021 1008 09:42:32.101921 track 167 251
1022 1009 09:42:32.240306 track 180 247
1023 1010 09:42:32.401108 track 195 242
1024 1011 09:42:32.539250 track 208 239
1025 1012 09:42:32.676836 track 218 237
1026 1013 09:42:32.814570 track 232 234
1027 1014 09:42:32.952460 track 244 232
1028 1015 09:42:33.090184 track 263 230
1029 1016 09:42:33.228296 track 276 227
1030 1017 09:42:33.366826 track 289 225
1031 1018 09:42:33.504523 track 303 224
1032 1019 09:42:33.665508 track 321 223
1033 1020 09:42:33.803378 track 338 223
1034 1021 09:42:33.941006 track 353 223
1035 1022 09:42:34.079395 track 366 223
1036 1023 09:42:34.240653 track 380 223
1037 1024 09:42:34.379264 track 397 222
1038 1025 09:42:34.516869 track 410 222
1039 6 09:42:35.077862 feed right
1040 1026 09:42:35.245529 track 420 223
1041 1027 09:42:35.383692 track 432 223
1042 1028 09:42:35.521237 track 445 225
1043 1029 09:42:35.659078 track 457 225
1044 1030 09:42:35.797160 track 506 230
1045 1031 09:42:35.934916 track 518 232
1046 1032 09:42:36.096085 track 525 233
1047 1033 09:42:36.257189 track 532 233
1048 1034 09:42:36.418476 track 538 233
1049 1035 09:42:36.579855 track 544 233
1050 1036 09:42:36.740481 track 551 232
1051 1037 09:42:36.901297 track 557 232
1052 1038 09:42:37.062950 track 559 232
1053 1039 09:42:37.203624 track 555 232
1054 1040 09:42:37.341543 track 562 231
1055 1041 09:42:37.501877 track 562 231
1056 1042 09:42:37.686181 track 564 230
1057 1043 09:42:37.847753 track 563 230
1058 1044 09:42:37.985901 track 557 232
1059 1045 09:42:38.123753 track 558 231
1060 1046 09:42:38.262224 track 555 231
1061 1047 09:42:38.399843 track 554 231
1062 1048 09:42:38.537639 track 553 229
1063 1049 09:42:38.675955 track 556 231
1064 1050 09:42:38.813763 track 557 233
1065 1051 09:42:38.951579 track 559 235
1066 1052 09:42:39.112202 track 563 243
1067 1053 09:42:39.296607 track 563 245
1068 1054 09:42:39.458062 track 562 246
1069 1055 09:42:39.619981 track 560 248
1070 1056 09:42:39.781239 track 556 250
1071 1057 09:42:39.942795 track 553 252
1072 1058 09:42:40.080839 track 548 255
1073 1059 09:42:40.227150 track 546 256
1074 1060 09:42:40.395203 track 541 257
1075 1061 09:42:40.564054 track 535 256
1076 1062 09:42:40.709974 track 531 254
1077 1063 09:42:40.878548 track 521 253
1078 1064 09:42:41.047114 track 512 250
1079 1065 09:42:41.193357 track 501 246
1080 1066 09:42:41.361442 track 485 242
1081 1067 09:42:41.507136 track 473 239
1082 1068 09:42:41.674018 track 460 235
1083 1069 09:42:41.812785 track 448 233
1084 1070 09:42:41.950289 track 438 229
1085 1071 09:42:42.111561 track 425 223
1086 1072 09:42:42.272986 track 415 219
1087 1073 09:42:42.411293 track 403 215
1088 1074 09:42:42.549340 track 387 216
1089 1075 09:42:42.687490 track 375 216
1090 1076 09:42:42.826402 track 363 216
1091 1077 09:42:42.963829 track 345 216
1092 1078 09:42:43.102194 track 331 214
1093 1079 09:42:43.240194 track 317 213
1094 1080 09:42:43.377837 track 300 211
1095 1081 09:42:43.516013 track 287 211
1096 1082 09:42:43.654219 track 271 212
1097 1083 09:42:43.791795 track 257 213
1098 1084 09:42:43.929921 track 243 214
1099 1085 09:42:44.068083 track 230 216
1100 1086 09:42:44.206004 track 218 218
1101 1087 09:42:44.344055 track 207 219
1102 1088 09:42:44.482016 track 196 221
1103 7 09:42:45.041911 feed left
1104 1089 09:42:45.230268 track 182 223
1105 1090 09:42:45.368906 track 170 225
1106 1091 09:42:45.506628 track 160 226
1107 1092 09:42:45.644864 track 150 227
1108 1093 09:42:45.782538 track 102 228
1109 1094 09:42:45.920168 track 90 226
1110 1095 09:42:46.058200 track 83 225
1111 1096 09:42:46.218965 track 74 225
1112 1097 09:42:46.380364 track 67 225
1113 1098 09:42:46.541140 track 61 225
1114 1099 09:42:46.702425 track 54 226
1115 1100 09:42:46.863877 track 49 227
1116 1101 09:42:47.025249 track 44 228
1117 1102 09:42:47.186488 track 45 227
1118 1103 09:42:47.348502 track 42 228
1119 1104 09:42:47.510075 track 40 228
1120 1105 09:42:47.718049 track 38 230
1121 1106 09:42:47.856244 track 37 232
1122 1107 09:42:48.017512 track 32 235
1123 1108 09:42:48.178386 track 34 235
1124 1109 09:42:48.339972 track 34 236
1125 1110 09:42:48.501466 track 34 237
1126 1111 09:42:48.662200 track 35 237
1127 1112 09:42:48.823417 track 35 238
1128 1113 09:42:48.984917 track 36 244
1129 1114 09:42:49.145763 track 39 250
1130 1115 09:42:49.283870 track 45 256
1131 1116 09:42:49.421544 track 58 260
1132 1117 09:42:49.582407 track 68 262
1133 1118 09:42:49.743750 track 81 265
1134 1119 09:42:49.882410 track 95 266
1135 1120 09:42:50.043014 track 112 265
1136 1121 09:42:50.181418 track 124 265
1137 1122 09:42:50.319380 track 140 263
1138 1123 09:42:50.457346 track 158 261
1139 1124 09:42:50.595711 track 170 259
1140 1125 09:42:50.780029 track 185 254
1141 1126 09:42:50.918220 track 198 252
1142 1127 09:42:51.056086 track 211 248
1143 1128 09:42:51.216536 track 223 244
1144 1129 09:42:51.354962 track 235 241
1145 1130 09:42:51.493054 track 254 239
1146 1131 09:42:51.630499 track 265 238
1147 1132 09:42:51.768669 track 275 238
1148 1133 09:42:51.929058 track 295 238
1149 1134 09:42:52.066925 track 310 238
1150 1135 09:42:52.205321 track 326 238
1151 1136 09:42:52.343436 track 341 238
1152 1137 09:42:52.481534 track 355 238
1153 1138 09:42:52.620174 track 372 238
1154 1139 09:42:52.757859 track 384 238
1155 1140 09:42:52.895645 track 403 239
1156 7 09:42:53.456121 feed right
1157 1141 09:42:53.571453 track 411 239
1158 1142 09:42:53.709904 track 423 239
1159 1143 09:42:53.918362 track 435 240
1160 1144 09:42:54.056642 track 451 238
1161 1145 09:42:54.241768 track 503 236
1162 1146 09:42:54.380526 track 509 235
1163 1147 09:42:54.518629 track 519 235
1164 1148 09:42:54.656532 track 527 235
1165 1149 09:42:54.817561 track 534 235
1166 1150 09:42:54.978123 track 545 234
1167 1151 09:42:55.162478 track 549 233
1168 1152 09:42:55.301155 track 555 233
1169 1153 09:42:55.462217 track 557 232
1170 1154 09:42:55.600688 track 553 232
1171 1155 09:42:55.738620 track 561 231
1172 1156 09:42:55.876844 track 562 231
1173 1157 09:42:56.037694 track 564 231
1174 1158 09:42:56.199341 track 563 230
1175 1159 09:42:56.360497 track 562 230
1176 1160 09:42:56.499038 track 557 231
1177 1161 09:42:56.637148 track 553 232
1178 1162 09:42:56.798585 track 552 231
1179 1163 09:42:56.936732 track 552 231
1180 1164 09:42:57.075060 track 553 232
1181 1165 09:42:57.213297 track 550 230
1182 1166 09:42:57.350925 track 551 230
1183 1167 09:42:57.488822 track 552 231
1184 1168 09:42:57.626982 track 554 233
1185 1169 09:42:57.764582 track 555 234
1186 1170 09:42:57.902504 track 555 235
1187 1171 09:42:58.040631 track 552 233
1188 1172 09:42:58.178242 track 551 232
